ITEM_ID,USER_ID,TIMESTAMP
2147436167,481,1708067740
2025200271,481,1708067013
2025200271,481,1708066826
2147436167,481,1708066724
2147436167,481,1708064893
2147436167,481,1708064737
2147436167,481,1708062195
2147436167,481,1708058374
2147436167,481,1707985124
2147436167,424,1707983096
2025200271,481,1707982687
2025200271,481,1707982677
2147436167,481,1707982156
2147436167,481,1707980801
2137612599,510,1707976328
2025200271,510,1707976212
2025200271,510,1707976196
2147436167,481,1707975979
2300002965,510,1707975523
2300002965,510,1707975498
3200000052,510,1707975411
2025202481,510,1707975389
3300000078,510,1707975375
2025200271,510,1707975325
2137612599,510,1707975250
2137612599,510,1707975230
2025200271,510,1707975131
2025200271,510,1707975102
2147436167,481,1707972514
2025200271,481,1707971763
2025200271,510,1707971371
2025200271,510,1707971304
2100004420,510,1707971273
2137612599,510,1707971206
2137612599,510,1707971139
2137612599,510,1707971119
2137612599,510,1707970439
2100013954,510,1707970392
2101304584,508,1707959672
2101304584,508,1707958459
2137612599,424,1707958341
2147436167,424,1707958218
2147436167,424,1707958149
2101304584,508,1707956987
2101304584,508,1707956856
2101304584,508,1707956834
2147436167,508,1707956724
2147436167,508,1707956612
2147436167,508,1707956414
2147436167,508,1707956373
2147436167,508,1707956364
2300002967,508,1707956225
2300002967,508,1707956197
2025200271,508,1707956157
2025200271,508,1707956131
2137612599,510,1707901017
2137612599,510,1707900989
2137612599,510,1707900617
2147436167,481,1707898892
2137612737,510,1707897552
2137612599,510,1707897530
2137612599,510,1707897434
2147436167,481,1707897422
2137612599,510,1707897070
2147436167,481,1707895428
2147436167,481,1707894609
2025200271,510,1707894431
2137612599,510,1707894377
2025200271,510,1707894286
2100004420,423,1707894140
2100004420,423,1707894105
2100004420,423,1707894073
2025202481,423,1707894050
2300002967,423,1707894023
2100013954,423,1707894013
2025200271,423,1707893983
2025202481,423,1707893976
2025200271,510,1707892881
2025200271,510,1707892871
2025200271,510,1707892867
2025200271,510,1707892736
2025200271,510,1707892725
2025200271,510,1707892661
2025200271,510,1707892595
2025200271,510,1707892585
2025200271,510,1707892459
2025200271,510,1707892450
2147436167,424,1707892307
2025200271,510,1707892275
2025200271,481,1707892023
2137612737,510,1707887233
3200000052,510,1707887141
3200000052,510,1707887107
2100047126,510,1707887087
2100046977,510,1707887027
2107182013,510,1707886998
2300003158,510,1707886986
2100004084,510,1707886939
2025202481,510,1707886916
2300002965,510,1707886848
3300000060,510,1707886830
2300002965,510,1707886771
2122243317,510,1707886730
3300000060,510,1707886656
2137612599,510,1707886602
2137612599,510,1707886575
2137612599,510,1707886484
2137612599,510,1707886408
2137612599,510,1707886386
2137612599,510,1707886310
3300000060,481,1707885118
2147436167,481,1707884731
2137612599,510,1707884564
2137612599,510,1707884540
2137612599,510,1707884444
2137612599,510,1707884420
2137612599,510,1707884360
2137612599,510,1707884307
2137612599,510,1707884223
2137612599,510,1707884203
2137612599,510,1707882696
3200000052,510,1707882684
2137612599,510,1707881596
2137612599,510,1707881570
2137612599,510,1707881467
2137612599,510,1707880241
2137612599,510,1707880163
2147436167,481,1707876705
2147436167,481,1707876639
3300000060,481,1707876621
2147436167,481,1707875480
2137612599,510,1707875464
2137612599,510,1707875371
2137612599,510,1707875353
2137612599,510,1707875256
2137612599,510,1707875235
2137612599,510,1707875177
2137612599,510,1707875149
2137612599,510,1707874921
2137612599,510,1707874647
2137612599,510,1707874626
2137612599,510,1707874487
2137612599,510,1707874459
2137612599,510,1707873642
2137612599,510,1707873522
2137612599,510,1707873493
2137612599,510,1707872052
2137612599,510,1707872019
2147436167,481,1707814465
2147436167,481,1707810517
2137612599,510,1707810119
2137612737,510,1707809347
2137612599,510,1707809301
2137612599,510,1707809281
2137612599,510,1707809246
2137612599,510,1707809134
2137612599,510,1707809023
2137612599,510,1707808565
2137612599,510,1707808474
2147436167,481,1707808202
2147436167,481,1707807850
2147436167,481,1707806787
2137612599,510,1707806420
2137612599,510,1707806363
2137612599,510,1707806341
2137612599,510,1707806263
2300003269,481,1707806133
2147436167,481,1707805918
2137612599,510,1707805721
2137612599,510,1707805704
2137612599,510,1707805624
2137612599,510,1707805553
2137612599,510,1707805516
2137612599,510,1707805449
2137612599,510,1707805424
2137612599,510,1707805347
2137612599,510,1707805311
2137612599,510,1707805216
2147436167,481,1707805210
2147436167,481,1707802056
2300003269,481,1707801606
3200000052,510,1707801134
2137612737,510,1707801063
2137612737,510,1707801012
2137612599,510,1707800970
2137612599,510,1707800963
2107182013,510,1707800921
2107105883,510,1707800908
2101304584,510,1707800896
2101304584,510,1707800884
2100047126,510,1707800871
2100046977,510,1707800857
2100046977,510,1707800827
2100035630,510,1707800721
2100004420,510,1707800710
2100004420,510,1707800681
2100004084,510,1707800634
2100004084,510,1707799903
2025202481,510,1707799893
2147436167,481,1707799883
2025202481,510,1707799865
2147436167,481,1707799817
2300002967,510,1707799782
2300002965,510,1707799716
2122243317,510,1707799664
2100013954,510,1707799605
2300003269,510,1707799577
2300003269,510,1707799565
2300003269,510,1707799546
2300003269,481,1707799521
2137612599,510,1707799466
2100035630,510,1707799182
2147436167,481,1707799123
2137612599,481,1707799116
2147436167,481,1707798845
2300003269,481,1707798820
2300003269,481,1707791274
2147436167,481,1707789587
2147436167,481,1707789566
2147436167,481,1707788501
2147436167,481,1707787026
2147436167,481,1707786840
2300003269,479,1707378715
2147436167,481,1707294026
2147436167,481,1707293705
2300002835,481,1707288576
2300002835,508,1707287709
2137612599,481,1707287005
2137612599,481,1707286395
2300002835,481,1707284104
2147436167,481,1707283964
2147436167,481,1707283814
2147436167,481,1707282756
2147436167,481,1707282573
2147436167,504,1707282445
2147436167,481,1707282387
2147436167,481,1707282125
2147436167,504,1707282067
2147436167,504,1707281883
2147436167,481,1707281646
2300002835,481,1707280708
2300002835,481,1707280367
2300002835,481,1707280338
2147436167,481,1707279989
2147436167,481,1707279552
2147436167,504,1707279099
2147436167,504,1707278785
2147436167,504,1707273797
2147436167,504,1707273651
2147436167,504,1707270552
2147436167,504,1707269362
2147436167,504,1707269319
2137612599,504,1707267494
2147436167,481,1707227423
2147436167,481,1707227179
2147436167,481,1707226453
2147436167,481,1707225985
2300002835,481,1707225678
2147436167,481,1707211037
2300002835,481,1707210013
2147436167,481,1707209457
2147436167,481,1707207755
2300002835,481,1707207751
2147436167,481,1707206992
2147436167,481,1707206372
2025200271,481,1707204044
2025200271,481,1707203777
2147436167,481,1707203037
2147436167,481,1707201199
2137612599,481,1707197117
2147436167,424,1707196887
2147436167,424,1707196107
2147436167,424,1707196030
3200000052,510,1707193884
3200000052,510,1707193833
3200000052,510,1707193721
3200000052,510,1707193692
2300002967,510,1707192665
2300002965,510,1707192613
3200000052,510,1707192463
2137612599,510,1707182672
2137612599,504,1707181231
2137612599,504,1707181210
2137612599,510,1707175441
2137612599,510,1707175420
2147436167,481,1707124650
2137612599,481,1707124374
2137612599,481,1707123370
2137612737,481,1707123215
2147436167,481,1707122253
2147436167,481,1707121810
2300002835,510,1707121254
3300000078,504,1707121211
2137612599,504,1707121110
2137612599,510,1707120971
2137612737,504,1707120928
2137612599,504,1707120895
2300002835,481,1707120545
2147436167,481,1707120507
2147436167,481,1707119644
2137612599,510,1707119472
2137612599,510,1707119434
2137612737,510,1707119421
2137612599,481,1707118447
2147436167,481,1707117479
2147436167,481,1707117353
2137612599,481,1707117348
2137612599,510,1707117304
2147436167,481,1707117303
2137612599,510,1707117284
2137612599,510,1707117155
2137612599,510,1707117131
2137612599,481,1707116896
2100013954,481,1707116877
2147436167,481,1707116227
2147436167,481,1707116073
2147436167,481,1707115728
2147436167,481,1707113439
2147436167,481,1707112936
2137612599,504,1707111716
2137612599,504,1707111634
2137612599,504,1707111240
2300002835,481,1707110221
